age,job,marital,education,balance,duration,approval
39.0,unemployed,married,secondary,270,116.0,no
44.0,management,single,tertiary,1206,160.0,no
49.0,housemaid,divorced,primary,198,205.0,no
25.0,technician,married,tertiary,914,185.0,no
39.0,self-employed,married,secondary,31,61.0,no
54.0,technician,married,secondary,0,159.0,no
32.0,management,single,tertiary,347,213.0,no
36.0,management,married,tertiary,860,294.0,no
54.0,technician,married,secondary,89,140.0,no
31.0,technician,married,secondary,0,71.0,no
45.0,services,married,secondary,0,47.0,no
31.0,admin.,single,secondary,68,570.0,no
45.0,technician,married,secondary,-149,287.0,no
33.0,services,divorced,secondary,2411,130.0,yes
46.0,management,divorced,,225,201.0,no
43.0,unknown,single,tertiary,2731,11.0,no
50.0,management,married,tertiary,112,70.0,no
44.0,management,divorced,tertiary,0,54.0,no
42.0,services,married,secondary,3620,22.0,no
26.0,blue-collar,single,secondary,179,103.0,no
47.0,admin.,single,secondary,1544,104.0,no
48.0,blue-collar,married,primary,199,29.0,no
60.0,blue-collar,married,unknown,231,57.0,no
27.0,admin.,divorced,secondary,76,236.0,no
30.0,unemployed,single,tertiary,302,528.0,yes
28.0,admin.,single,secondary,189,68.0,no
58.0,retired,married,primary,565,876.0,yes
37.0,entrepreneur,married,tertiary,310,76.0,no
36.0,services,married,secondary,1746,99.0,no
39.0,technician,married,secondary,6,122.0,no
52.0,unemployed,married,primary,-110,141.0,no
55.0,retired,married,secondary,2749,58.0,no
30.0,management,single,tertiary,6495,78.0,no
36.0,blue-collar,single,secondary,35,435.0,no
39.0,admin.,married,secondary,-650,123.0,no
47.0,blue-collar,married,primary,292,210.0,no
42.0,housemaid,single,primary,5774,54.0,no
42.0,management,married,secondary,2416,138.0,no
58.0,retired,married,secondary,35,336.0,no
68.0,retired,married,secondary,19317,249.0,yes
43.0,technician,married,secondary,50,63.0,no
44.0,blue-collar,married,secondary,-674,257.0,no
49.0,technician,married,tertiary,3726,875.0,yes
57.0,retired,married,tertiary,1180,191.0,no
61.0,self-employed,divorced,tertiary,6610,481.0,yes
36.0,admin.,single,secondary,319,120.0,no
31.0,blue-collar,married,secondary,1545,207.0,no
51.0,technician,married,tertiary,1315,303.0,no
31.0,technician,single,tertiary,424,93.0,no
56.0,blue-collar,married,primary,151,128.0,no
30.0,technician,single,tertiary,-970,194.0,no
38.0,services,married,secondary,-762,408.0,no
35.0,services,married,secondary,181,5.0,no
31.0,blue-collar,married,unknown,-120,231.0,no
39.0,admin.,divorced,secondary,1022,20.0,no
50.0,management,married,tertiary,78,218.0,no
39.0,technician,married,tertiary,209,36.0,no
26.0,admin.,married,secondary,2469,136.0,no
55.0,technician,married,secondary,0,336.0,no
43.0,blue-collar,divorced,primary,328,192.0,no
34.0,housemaid,married,tertiary,0,141.0,no
51.0,self-employed,married,primary,307,65.0,no
31.0,management,married,tertiary,1384,203.0,no
32.0,management,married,tertiary,0,104.0,no
53.0,technician,married,secondary,719,230.0,no
44.0,management,divorced,tertiary,0,71.0,no
38.0,entrepreneur,married,tertiary,6704,205.0,no
47.0,self-employed,married,tertiary,4543,162.0,no
36.0,management,married,tertiary,0,145.0,no
30.0,management,single,tertiary,149,220.0,no
46.0,blue-collar,married,secondary,-1400,309.0,no
33.0,entrepreneur,married,secondary,-118,421.0,no
43.0,blue-collar,married,secondary,2160,261.0,yes
38.0,management,married,tertiary,3452,132.0,no
27.0,technician,single,secondary,842,273.0,no
38.0,management,married,unknown,3576,349.0,yes
41.0,unemployed,married,tertiary,1666,291.0,no
29.0,technician,married,secondary,0,83.0,no
39.0,services,married,secondary,0,793.0,no
42.0,blue-collar,single,primary,1628,119.0,no
47.0,services,married,secondary,51,312.0,no
30.0,blue-collar,single,secondary,447,103.0,no
34.0,admin.,married,secondary,396,101.0,no
45.0,housemaid,married,primary,4994,48.0,no
43.0,admin.,married,secondary,3215,228.0,no
59.0,blue-collar,married,primary,2814,81.0,no
50.0,technician,married,secondary,0,152.0,no
39.0,blue-collar,married,secondary,293,160.0,no
36.0,technician,married,secondary,474,59.0,no
44.0,blue-collar,married,secondary,16178,297.0,no
36.0,technician,married,tertiary,0,147.0,no
27.0,management,single,tertiary,88,143.0,no
29.0,services,married,secondary,308,75.0,no
70.0,retired,married,secondary,1164,338.0,no
44.0,management,married,tertiary,13893,29.0,no
55.0,management,married,tertiary,0,159.0,no
36.0,technician,divorced,secondary,-435,85.0,no
28.0,technician,single,secondary,389,15.0,no
50.0,management,divorced,tertiary,356,198.0,no
49.0,technician,married,secondary,2718,114.0,no
71.0,retired,divorced,tertiary,261,1117.0,no
31.0,admin.,single,secondary,757,343.0,no
45.0,management,single,tertiary,16,59.0,no
42.0,blue-collar,married,secondary,-422,31.0,no
45.0,admin.,married,secondary,248,212.0,no
47.0,technician,married,primary,145,157.0,no
60.0,retired,divorced,secondary,598,96.0,no
35.0,management,married,tertiary,949,245.0,no
31.0,technician,single,tertiary,614,72.0,no
33.0,blue-collar,married,primary,1209,700.0,no
50.0,self-employed,married,tertiary,202,107.0,no
51.0,blue-collar,married,secondary,1840,312.0,no
34.0,technician,married,secondary,114,153.0,no
56.0,services,married,secondary,-229,55.0,no
29.0,services,married,secondary,182,38.0,no
31.0,blue-collar,married,secondary,401,96.0,no
44.0,technician,divorced,unknown,759,397.0,no
55.0,retired,married,secondary,4194,208.0,no
35.0,student,single,unknown,0,122.0,no
36.0,technician,married,tertiary,629,109.0,no
54.0,retired,married,secondary,153,74.0,no
32.0,management,married,tertiary,553,72.0,no
36.0,management,divorced,tertiary,1057,383.0,no
60.0,retired,married,secondary,78,113.0,no
32.0,technician,single,secondary,-28,400.0,no
57.0,management,married,tertiary,929,387.0,no
34.0,blue-collar,married,primary,428,59.0,no
27.0,student,single,secondary,268,528.0,no
52.0,management,single,tertiary,83,1223.0,yes
45.0,admin.,divorced,unknown,998,38.0,no
58.0,admin.,single,secondary,2223,1139.0,no
39.0,blue-collar,single,primary,6,286.0,no
48.0,blue-collar,single,secondary,312,369.0,no
36.0,management,single,secondary,0,333.0,no
31.0,technician,single,secondary,691,198.0,no
41.0,management,married,tertiary,771,106.0,no
30.0,self-employed,single,secondary,192,423.0,no
57.0,retired,married,tertiary,0,116.0,no
29.0,admin.,single,secondary,1070,30.0,yes
29.0,services,divorced,secondary,84,1101.0,yes
30.0,management,single,tertiary,2,102.0,no
44.0,management,married,tertiary,1242,384.0,no
33.0,student,single,unknown,5969,156.0,no
56.0,admin.,divorced,secondary,3337,99.0,no
26.0,services,single,secondary,1347,280.0,yes
52.0,technician,married,secondary,64,20.0,no
32.0,management,single,secondary,249,258.0,no
36.0,technician,single,secondary,0,85.0,no
26.0,blue-collar,married,secondary,128,355.0,no
37.0,blue-collar,married,secondary,196,66.0,no
34.0,technician,married,secondary,351,467.0,no
26.0,services,single,secondary,5533,582.0,no
32.0,services,married,secondary,38,744.0,yes
30.0,management,single,tertiary,35,185.0,no
27.0,technician,single,secondary,235,13.0,no
42.0,admin.,single,secondary,30,98.0,no
33.0,blue-collar,single,primary,92,127.0,no
37.0,blue-collar,married,secondary,67,45.0,no
45.0,blue-collar,married,secondary,4022,244.0,no
36.0,entrepreneur,married,tertiary,3057,2769.0,yes
39.0,management,single,tertiary,0,561.0,no
33.0,management,single,tertiary,349,182.0,no
47.0,services,married,secondary,2322,618.0,no
49.0,entrepreneur,married,secondary,167,198.0,no
46.0,management,divorced,secondary,558,126.0,no
31.0,services,married,secondary,-230,715.0,no
43.0,unemployed,divorced,secondary,4094,63.0,no
30.0,blue-collar,single,secondary,239,412.0,yes
43.0,management,divorced,tertiary,497,66.0,no
42.0,blue-collar,married,secondary,179,96.0,no
30.0,admin.,single,tertiary,305,633.0,yes
33.0,management,single,tertiary,-67,364.0,no
41.0,admin.,married,secondary,4539,298.0,no
29.0,blue-collar,single,secondary,770,341.0,no
38.0,unemployed,married,secondary,-673,364.0,no
29.0,technician,married,tertiary,858,234.0,no
80.0,housemaid,married,primary,0,639.0,yes
38.0,management,single,tertiary,5244,310.0,no
36.0,blue-collar,divorced,primary,117,123.0,no
38.0,self-employed,married,tertiary,846,253.0,no
44.0,management,married,secondary,0,96.0,no
31.0,management,married,tertiary,1331,297.0,yes
31.0,services,single,secondary,31,501.0,no
57.0,admin.,divorced,primary,179,67.0,no
37.0,blue-collar,married,primary,543,281.0,no
50.0,blue-collar,married,secondary,253,475.0,no
60.0,retired,married,primary,71188,205.0,no
51.0,management,married,tertiary,5108,272.0,no
48.0,blue-collar,married,secondary,1738,349.0,no
42.0,blue-collar,married,primary,-97,216.0,no
36.0,blue-collar,married,secondary,199,183.0,no
43.0,management,married,tertiary,489,130.0,no
31.0,admin.,married,primary,355,61.0,no
49.0,technician,single,secondary,-97,92.0,no
35.0,management,divorced,tertiary,473,37.0,no
44.0,entrepreneur,married,secondary,6649,354.0,no
34.0,self-employed,married,tertiary,263,203.0,no
46.0,blue-collar,married,secondary,781,152.0,no
49.0,blue-collar,married,primary,1032,41.0,no
32.0,blue-collar,married,secondary,119,20.0,no
35.0,management,divorced,tertiary,434,277.0,no
51.0,admin.,married,secondary,2967,83.0,no
57.0,retired,divorced,secondary,-331,531.0,no
59.0,management,married,tertiary,1585,91.0,no
40.0,services,divorced,unknown,4384,315.0,no
49.0,management,single,tertiary,588,70.0,no
51.0,management,married,secondary,3180,384.0,no
35.0,admin.,married,secondary,0,105.0,no
29.0,self-employed,married,secondary,-76,305.0,no
32.0,services,single,secondary,152,158.0,yes
37.0,housemaid,divorced,secondary,1040,199.0,no
49.0,unemployed,married,primary,-384,25.0,no
45.0,technician,married,unknown,473,147.0,no
34.0,technician,single,secondary,475,538.0,no
53.0,technician,married,secondary,0,77.0,no
42.0,entrepreneur,married,primary,149,94.0,no
43.0,technician,married,secondary,3285,1721.0,yes
52.0,retired,married,secondary,424,143.0,no
34.0,blue-collar,single,secondary,79,104.0,no
34.0,technician,divorced,tertiary,674,587.0,yes
27.0,services,married,secondary,0,1608.0,yes
43.0,unemployed,married,tertiary,58,48.0,no
41.0,technician,married,tertiary,532,74.0,no
72.0,retired,married,secondary,4130,427.0,no
35.0,blue-collar,married,primary,422,73.0,no
41.0,management,married,tertiary,437,14.0,no
36.0,blue-collar,divorced,primary,-308,725.0,yes
51.0,housemaid,married,primary,30,333.0,no
37.0,self-employed,married,tertiary,137,244.0,no
42.0,admin.,single,secondary,-247,519.0,yes
26.0,admin.,single,secondary,321,242.0,no
23.0,services,single,secondary,250,222.0,no
50.0,management,married,tertiary,-470,130.0,no
37.0,blue-collar,married,secondary,140,490.0,no
35.0,management,married,tertiary,2793,258.0,no
37.0,management,married,tertiary,410,337.0,no
79.0,retired,divorced,unknown,2628,220.0,no
39.0,technician,married,secondary,116,79.0,no
47.0,services,married,secondary,0,250.0,no
44.0,blue-collar,married,secondary,878,130.0,no
36.0,management,single,tertiary,2944,882.0,yes
33.0,blue-collar,single,secondary,3975,515.0,no
42.0,services,married,secondary,96,238.0,no
35.0,technician,single,tertiary,2288,32.0,no
31.0,blue-collar,married,secondary,472,907.0,no
58.0,services,married,primary,65,162.0,no
46.0,management,married,tertiary,0,70.0,no
41.0,admin.,single,secondary,400,99.0,no
58.0,technician,married,secondary,7495,325.0,no
33.0,blue-collar,married,,137,305.0,no
31.0,unemployed,married,secondary,24,631.0,no
55.0,technician,divorced,secondary,3450,169.0,yes
38.0,technician,single,secondary,311,61.0,no
55.0,housemaid,married,secondary,139,256.0,no
47.0,management,single,tertiary,0,58.0,no
51.0,housemaid,married,primary,492,142.0,no
46.0,management,single,tertiary,334,36.0,no
61.0,management,married,tertiary,997,106.0,yes
47.0,management,single,tertiary,440,71.0,no
34.0,technician,married,secondary,47,132.0,no
34.0,blue-collar,married,secondary,1298,120.0,no
41.0,management,divorced,tertiary,3355,181.0,no
36.0,blue-collar,divorced,secondary,-11,152.0,no
26.0,blue-collar,single,secondary,396,302.0,no
35.0,management,married,tertiary,8,93.0,yes
36.0,blue-collar,married,secondary,1409,235.0,no
26.0,management,single,tertiary,170,129.0,yes
58.0,management,married,primary,2769,94.0,no
50.0,blue-collar,married,secondary,2320,310.0,no
61.0,retired,married,secondary,76,195.0,no
,technician,single,secondary,2034,196.0,no
49.0,blue-collar,single,primary,3018,93.0,no
74.0,retired,married,secondary,921,394.0,yes
53.0,blue-collar,married,secondary,483,288.0,no
46.0,self-employed,married,secondary,390,208.0,no
47.0,management,married,tertiary,0,508.0,yes
42.0,blue-collar,single,primary,92,86.0,no
56.0,services,married,secondary,22196,189.0,no
42.0,technician,married,secondary,2,249.0,no
49.0,housemaid,married,primary,249,450.0,no
43.0,unemployed,single,unknown,3274,680.0,no
39.0,services,married,secondary,5731,175.0,no
66.0,retired,married,primary,206,479.0,yes
30.0,technician,single,tertiary,2325,270.0,no
38.0,management,single,tertiary,0,164.0,no
31.0,blue-collar,married,secondary,1664,158.0,no
32.0,technician,married,secondary,3333,50.0,no
48.0,technician,married,secondary,7020,80.0,no
34.0,admin.,married,tertiary,37,45.0,no
28.0,student,single,secondary,28,220.0,no
40.0,admin.,single,secondary,1670,161.0,no
36.0,entrepreneur,married,secondary,134,98.0,no
52.0,retired,married,secondary,603,79.0,no
46.0,admin.,married,primary,276,157.0,no
25.0,technician,single,secondary,2157,339.0,no
13.0,blue-collar,married,secondary,161,274.0,no
40.0,blue-collar,married,primary,3658,977.0,no
26.0,management,divorced,tertiary,-402,127.0,no
26.0,blue-collar,single,primary,3342,329.0,no
35.0,self-employed,single,secondary,1732,1441.0,no
40.0,admin.,single,secondary,263,231.0,no
31.0,management,married,tertiary,623,96.0,no
32.0,admin.,married,secondary,3540,213.0,no
33.0,admin.,married,secondary,95,335.0,yes
53.0,services,divorced,secondary,765,959.0,yes
46.0,technician,divorced,secondary,-824,429.0,yes
28.0,management,single,tertiary,5549,383.0,no
31.0,blue-collar,married,secondary,191,40.0,no
44.0,blue-collar,married,primary,420,110.0,no
35.0,admin.,married,secondary,0,326.0,no
50.0,technician,divorced,unknown,2706,179.0,no
32.0,technician,married,secondary,4,132.0,no
51.0,admin.,married,secondary,423,95.0,no
51.0,management,married,tertiary,-892,248.0,no
31.0,blue-collar,married,unknown,-120,100.0,no
41.0,admin.,divorced,secondary,-365,226.0,no
57.0,technician,married,tertiary,27069,174.0,no
34.0,management,single,tertiary,8038,29.0,no
47.0,technician,married,secondary,-938,176.0,no
47.0,admin.,divorced,secondary,1139,106.0,no
36.0,self-employed,married,secondary,189,136.0,no
29.0,housemaid,single,tertiary,19,110.0,yes
39.0,technician,married,secondary,3663,230.0,no
53.0,blue-collar,single,unknown,0,140.0,no
47.0,blue-collar,married,secondary,-614,118.0,no
51.0,technician,divorced,secondary,2323,151.0,no
48.0,blue-collar,married,secondary,425,693.0,no
32.0,technician,married,secondary,5122,31.0,no
36.0,management,divorced,tertiary,608,125.0,no
50.0,unknown,married,primary,341,670.0,yes
39.0,admin.,married,secondary,607,454.0,yes
31.0,blue-collar,married,secondary,1495,159.0,no
49.0,admin.,married,secondary,381,504.0,no
33.0,unemployed,divorced,secondary,385,29.0,no
26.0,management,single,tertiary,1274,190.0,no
27.0,blue-collar,married,secondary,362,332.0,no
51.0,blue-collar,married,primary,377,143.0,no
26.0,admin.,single,secondary,802,77.0,no
45.0,admin.,married,secondary,194,517.0,no
54.0,technician,married,secondary,-315,2029.0,yes
49.0,technician,married,tertiary,1843,269.0,no
47.0,technician,married,secondary,-9,457.0,no
42.0,housemaid,married,primary,83,184.0,no
50.0,entrepreneur,married,tertiary,433,47.0,no
37.0,admin.,married,secondary,-107,158.0,no
54.0,blue-collar,married,primary,4503,168.0,no
40.0,services,married,secondary,51,50.0,no
50.0,services,married,secondary,961,757.0,no
57.0,retired,married,secondary,49,93.0,no
33.0,technician,married,secondary,3470,285.0,no
49.0,technician,married,secondary,-147,390.0,no
35.0,services,married,secondary,0,146.0,no
28.0,blue-collar,single,secondary,0,386.0,no
58.0,management,married,tertiary,172,145.0,no
31.0,admin.,single,secondary,-407,230.0,no
36.0,management,divorced,tertiary,649,237.0,no
49.0,blue-collar,single,primary,1040,474.0,no
30.0,unemployed,married,secondary,142,350.0,no
29.0,services,single,secondary,209,487.0,no
50.0,management,married,unknown,3304,1009.0,no
26.0,student,single,tertiary,294,87.0,yes
27.0,housemaid,married,secondary,4848,82.0,no
32.0,blue-collar,single,secondary,1670,183.0,no
62.0,unknown,married,secondary,367,139.0,no
34.0,blue-collar,single,secondary,13683,115.0,no
25.0,admin.,single,tertiary,1420,124.0,no
34.0,management,single,tertiary,340,633.0,no
44.0,technician,single,secondary,1679,718.0,yes
38.0,management,married,tertiary,1198,63.0,no
57.0,admin.,married,secondary,169,180.0,no
36.0,self-employed,married,tertiary,506,47.0,no
41.0,entrepreneur,married,secondary,1249,391.0,no
36.0,management,single,tertiary,678,85.0,no
27.0,management,single,tertiary,212,373.0,no
37.0,technician,divorced,secondary,23,289.0,no
47.0,management,single,tertiary,4402,805.0,yes
31.0,services,divorced,primary,459,623.0,yes
39.0,self-employed,married,secondary,4722,483.0,no
35.0,admin.,divorced,tertiary,1555,26.0,no
40.0,blue-collar,married,secondary,61,112.0,no
38.0,management,single,tertiary,0,213.0,no
31.0,technician,married,secondary,3706,129.0,no
36.0,blue-collar,married,primary,1177,330.0,yes
53.0,management,married,primary,2096,104.0,no
59.0,blue-collar,married,primary,748,184.0,no
29.0,management,single,tertiary,3357,120.0,no
30.0,admin.,single,secondary,3809,159.0,no
52.0,admin.,married,secondary,395,391.0,no
55.0,blue-collar,married,secondary,1011,112.0,no
56.0,blue-collar,married,primary,420,76.0,no
32.0,admin.,married,secondary,76,189.0,no
24.0,blue-collar,married,secondary,0,94.0,no
51.0,blue-collar,married,primary,844,184.0,no
36.0,management,married,tertiary,1318,100.0,no
36.0,technician,married,tertiary,167,57.0,no
42.0,management,married,tertiary,2187,525.0,yes
49.0,admin.,married,secondary,14440,60.0,no
48.0,management,married,secondary,2294,251.0,no
36.0,management,married,secondary,80,251.0,no
48.0,management,married,primary,2537,219.0,no
30.0,technician,married,tertiary,569,976.0,yes
27.0,management,single,tertiary,0,46.0,no
38.0,entrepreneur,married,tertiary,0,185.0,no
36.0,technician,single,secondary,12,587.0,yes
45.0,technician,married,secondary,49,65.0,no
44.0,housemaid,married,tertiary,460,491.0,no
42.0,technician,married,secondary,613,432.0,no
37.0,entrepreneur,married,tertiary,7944,102.0,no
48.0,blue-collar,married,secondary,1143,264.0,no
57.0,retired,married,primary,-464,75.0,no
44.0,services,married,secondary,1989,106.0,no
48.0,technician,married,secondary,17,81.0,no
56.0,retired,married,primary,-1,89.0,no
37.0,management,married,tertiary,1698,95.0,no
47.0,blue-collar,married,secondary,5306,322.0,no
54.0,housemaid,married,unknown,0,94.0,no
51.0,retired,divorced,secondary,1679,417.0,yes
47.0,admin.,married,secondary,3676,567.0,yes
25.0,management,married,tertiary,-242,600.0,yes
39.0,services,single,secondary,471,5.0,no
40.0,management,married,tertiary,8902,464.0,no
38.0,management,single,tertiary,1704,222.0,no
34.0,management,married,tertiary,3050,469.0,yes
53.0,housemaid,married,primary,2581,99.0,no
32.0,services,married,secondary,162,297.0,no
35.0,blue-collar,married,secondary,243,41.0,no
24.0,student,single,secondary,1847,390.0,no
58.0,blue-collar,married,primary,0,535.0,no
49.0,management,married,primary,3371,269.0,yes
45.0,services,single,secondary,1757,1010.0,no
55.0,management,married,tertiary,171,73.0,no
42.0,entrepreneur,married,tertiary,157,650.0,no
28.0,admin.,married,secondary,934,53.0,no
48.0,blue-collar,married,secondary,-19,270.0,no
51.0,management,single,tertiary,-55,119.0,no
38.0,housemaid,married,primary,21,634.0,no
27.0,blue-collar,single,secondary,14,72.0,no
50.0,technician,single,secondary,246,270.0,no
44.0,blue-collar,married,primary,887,165.0,no
40.0,management,married,tertiary,51,164.0,no
29.0,services,single,secondary,-287,196.0,no
34.0,services,married,secondary,0,78.0,no
44.0,self-employed,single,tertiary,2734,897.0,yes
50.0,entrepreneur,married,tertiary,52,22.0,no
34.0,management,married,tertiary,2594,161.0,no
54.0,retired,divorced,primary,22,23.0,no
34.0,technician,married,tertiary,1611,490.0,no
34.0,admin.,single,tertiary,18,359.0,yes
52.0,blue-collar,married,primary,1331,213.0,no
60.0,unknown,married,unknown,7337,122.0,no
39.0,management,single,secondary,835,587.0,no
58.0,retired,married,primary,5092,199.0,no
41.0,technician,divorced,secondary,52,261.0,no
48.0,technician,married,secondary,10655,5.0,no
58.0,management,married,tertiary,1831,1531.0,no
40.0,self-employed,married,primary,92,92.0,no
48.0,management,married,tertiary,586,179.0,no
52.0,blue-collar,divorced,primary,1758,41.0,no
50.0,self-employed,married,secondary,2061,197.0,no
25.0,technician,single,secondary,959,144.0,no
54.0,retired,married,primary,208,255.0,no
34.0,services,married,secondary,-315,56.0,no
48.0,management,married,tertiary,-13,20.0,no
37.0,admin.,married,tertiary,801,331.0,no
66.0,retired,married,tertiary,1948,216.0,yes
32.0,management,single,tertiary,751,64.0,no
45.0,blue-collar,married,secondary,784,34.0,no
43.0,blue-collar,single,secondary,24,68.0,no
41.0,management,married,tertiary,72,764.0,no
40.0,technician,divorced,tertiary,1871,64.0,no
44.0,services,single,secondary,1378,257.0,no
43.0,blue-collar,married,primary,188,58.0,no
30.0,unknown,single,tertiary,6836,30.0,no
32.0,services,married,secondary,61,529.0,no
57.0,admin.,married,secondary,-967,8.0,no
31.0,blue-collar,single,tertiary,462,147.0,no
49.0,unknown,married,secondary,0,173.0,no
31.0,admin.,single,secondary,5527,132.0,no
41.0,admin.,married,tertiary,1287,286.0,no
44.0,management,married,tertiary,17361,476.0,no
54.0,entrepreneur,married,unknown,1956,221.0,no
37.0,blue-collar,divorced,secondary,0,146.0,yes
34.0,management,married,secondary,-294,532.0,no
43.0,technician,married,secondary,275,69.0,no
44.0,management,married,tertiary,724,157.0,no
44.0,services,married,secondary,27,485.0,no
53.0,admin.,divorced,secondary,26,56.0,no
36.0,technician,married,secondary,191,69.0,no
58.0,technician,divorced,secondary,-123,131.0,no
26.0,student,single,secondary,-147,95.0,no
34.0,technician,single,secondary,179,294.0,no
55.0,blue-collar,married,primary,1086,146.0,no
55.0,blue-collar,married,secondary,471,58.0,no
34.0,entrepreneur,married,tertiary,105,249.0,no
41.0,entrepreneur,divorced,secondary,1588,10.0,no
38.0,housemaid,divorced,secondary,70,255.0,yes
28.0,blue-collar,single,secondary,2700,337.0,no
41.0,technician,married,secondary,1602,142.0,no
30.0,admin.,married,tertiary,0,209.0,no
39.0,technician,married,unknown,839,825.0,no
41.0,admin.,married,secondary,21515,87.0,no
36.0,technician,married,secondary,5902,219.0,no
37.0,management,married,tertiary,547,143.0,no
59.0,self-employed,married,tertiary,3800,70.0,no
26.0,technician,single,secondary,261,371.0,no
43.0,technician,married,secondary,0,539.0,no
42.0,management,married,secondary,-34,176.0,no
46.0,blue-collar,married,unknown,9328,725.0,yes
31.0,admin.,married,secondary,5,101.0,no
43.0,unemployed,married,secondary,3529,169.0,no
48.0,blue-collar,single,tertiary,2330,15.0,no
41.0,blue-collar,married,secondary,1334,234.0,no
32.0,self-employed,married,tertiary,3601,171.0,no
45.0,technician,married,tertiary,265,14.0,no
52.0,admin.,single,unknown,2227,242.0,yes
37.0,self-employed,married,secondary,487,155.0,no
38.0,blue-collar,divorced,secondary,0,580.0,no
36.0,services,single,secondary,174,223.0,no
58.0,retired,married,secondary,14412,297.0,no
37.0,management,married,tertiary,3288,124.0,no
30.0,technician,single,secondary,57,465.0,no
47.0,technician,married,secondary,2246,330.0,no
40.0,technician,married,secondary,4441,153.0,no
42.0,management,divorced,tertiary,0,131.0,no
71.0,unknown,married,tertiary,353,208.0,no
54.0,blue-collar,married,secondary,448,98.0,no
53.0,entrepreneur,married,primary,27,230.0,yes
33.0,blue-collar,divorced,secondary,474,400.0,no
30.0,technician,single,tertiary,1185,284.0,no
39.0,services,divorced,secondary,282,243.0,no
32.0,blue-collar,married,secondary,2,16.0,no
34.0,technician,single,secondary,60,274.0,no
39.0,self-employed,single,tertiary,3972,122.0,no
75.0,retired,married,secondary,26452,219.0,no
33.0,admin.,divorced,secondary,818,301.0,no
40.0,services,married,secondary,9374,7.0,no
37.0,technician,married,unknown,47,374.0,no
69.0,retired,married,primary,279,26.0,no
52.0,unemployed,married,primary,20,172.0,no
31.0,admin.,divorced,secondary,360,332.0,no
28.0,technician,single,secondary,1532,253.0,no
29.0,management,single,tertiary,1673,200.0,no
46.0,services,married,secondary,2420,405.0,no
28.0,blue-collar,married,secondary,100,132.0,no
41.0,admin.,married,secondary,0,89.0,no
42.0,technician,divorced,secondary,1533,86.0,no
34.0,admin.,single,secondary,296,147.0,no
28.0,blue-collar,married,secondary,2788,369.0,yes
43.0,management,single,secondary,109,64.0,no
32.0,technician,married,secondary,485,98.0,no
33.0,technician,single,tertiary,125,66.0,no
70.0,retired,married,secondary,616,149.0,no
36.0,services,married,secondary,3064,240.0,no
53.0,technician,married,secondary,206,87.0,no
30.0,blue-collar,single,secondary,6900,816.0,no
45.0,services,divorced,secondary,-179,155.0,no
31.0,services,single,secondary,481,106.0,no
28.0,admin.,married,secondary,12,73.0,no
45.0,blue-collar,married,primary,0,574.0,no
51.0,management,married,tertiary,176,8.0,no
53.0,management,married,primary,4086,14.0,no
40.0,technician,married,secondary,257,731.0,no
53.0,blue-collar,married,primary,53,208.0,no
31.0,blue-collar,divorced,secondary,6,821.0,no
30.0,management,married,tertiary,562,137.0,no
53.0,entrepreneur,married,secondary,-118,101.0,no
40.0,blue-collar,married,primary,2805,173.0,no
26.0,management,single,secondary,565,582.0,no
47.0,blue-collar,married,secondary,0,676.0,no
51.0,management,married,tertiary,1612,384.0,no
45.0,unemployed,married,primary,180,62.0,no
35.0,management,married,tertiary,0,295.0,no
36.0,management,single,tertiary,876,241.0,no
57.0,admin.,married,secondary,2137,132.0,no
42.0,blue-collar,married,primary,260,175.0,no
32.0,blue-collar,married,secondary,-53,648.0,yes
30.0,management,married,tertiary,944,251.0,yes
36.0,technician,married,secondary,2394,184.0,no
43.0,technician,married,secondary,297,119.0,no
69.0,retired,single,tertiary,2144,417.0,yes
31.0,technician,single,tertiary,969,95.0,no
35.0,technician,married,secondary,0,125.0,no
26.0,entrepreneur,married,tertiary,37,207.0,no
46.0,technician,married,secondary,410,162.0,no
30.0,technician,married,secondary,1211,176.0,no
33.0,management,single,tertiary,71,107.0,no
34.0,management,married,,436,28.0,no
48.0,blue-collar,married,primary,559,1231.0,no
31.0,management,married,tertiary,1170,200.0,no
46.0,management,divorced,tertiary,25,103.0,no
40.0,services,married,secondary,1325,150.0,no
39.0,entrepreneur,married,secondary,0,108.0,no
33.0,technician,single,secondary,647,124.0,no
50.0,blue-collar,married,primary,2142,309.0,no
84.0,retired,divorced,primary,639,353.0,yes
40.0,blue-collar,married,primary,177,742.0,no
55.0,management,married,tertiary,236,200.0,no
40.0,services,divorced,secondary,1959,177.0,no
46.0,admin.,married,primary,96,151.0,no
43.0,self-employed,single,tertiary,0,147.0,no
34.0,blue-collar,married,secondary,250,193.0,no
35.0,technician,single,secondary,126,112.0,no
57.0,retired,married,unknown,1621,108.0,no
25.0,student,single,secondary,8,107.0,yes
32.0,self-employed,married,tertiary,189,106.0,no
52.0,retired,single,secondary,316,463.0,no
31.0,self-employed,single,tertiary,-282,131.0,no
34.0,management,married,tertiary,-308,140.0,no
42.0,technician,divorced,secondary,248,163.0,no
47.0,blue-collar,divorced,primary,126,2456.0,yes
50.0,self-employed,divorced,tertiary,13,76.0,yes
30.0,technician,married,secondary,-393,435.0,yes
33.0,services,single,secondary,358,302.0,no
56.0,technician,single,tertiary,917,306.0,no
34.0,admin.,divorced,secondary,1268,259.0,no
33.0,technician,married,secondary,-163,502.0,no
32.0,management,single,tertiary,473,72.0,no
